nom;pays;ville;adresse;latitude;longitude;prixMoyen;livraison;reservation;typeCuisine
Knife & Spoon;USA;Orlando;4012 Central Florida Pkwy., Orlando, 32837, USA;28.4056024;-81.4293671;50;non;non;Steakhouse
Bern’s Steak House;USA;Tampa;1208 S. Howard Ave., Tampa, 33606, USA;27.93162;-82.48282;50;non;non;Steakhouse
Steelbach;USA;Tampa;1902 N. Ola Ave., Tampa, 33602, USA;27.96083;-82.46376;50;non;non;Southern
Haven;USA;Tampa;2208 W. Morrison Ave., Tampa, 33606, USA;27.93375;-82.4828388;50;non;non;Contemporary
Restaurant BT;USA;Tampa;2507 S. MacDill Ave., Tampa, 33629, USA;27.9228185;-82.4937336;50;non;non;Vietnamese
Timpano;USA;Tampa;1610 W. Swann Ave., Tampa, 33606, USA;27.9372809;-82.4760546;50;non;non;Italian-American
Beauty & the Butcher;USA;Coral Gables;6915 S.W. 57th Ave., S. Red Rd., Coral Gables, 33143, USA;25.7050624;-80.285255;50;non;non;Contemporary
Yummy House;USA;Tampa;2620 E. Hillsborough Ave., Tampa, 33610, USA;27.996141;-82.429634;50;non;non;Chinese
Sticky Rice;USA;Orlando;1915 E. Colonial Dr., Orlando, 32803, USA;28.5533549;-81.356518;50;non;non;Lao
Black Rooster Taqueria;USA;Orlando;1323 N. Mills Ave., Orlando, 32803, USA;28.562959;-81.3643146;50;non;non;Mexican
Olivia;USA;Tampa;3601 W. Swann Ave., Tampa, 33609, USA;27.9376335;-82.5018112;50;non;non;Italian
Tori Tori;USA;Orlando;720 N. Mills Ave., Orlando, 32803, USA;28.5539463;-81.3646633;50;non;non;Japanese
Se7en Bites;USA;Orlando;617 N. Primrose Dr., Orlando, 32803, USA;28.5519385;-81.347241;50;non;non;American
Bistro BT;USA;Tampa;4267 Henderson Blvd., Tampa, 33629, USA;27.9252675;-82.5157619;50;non;non;Fusion
Pizza Bruno;USA;Orlando;3990 Curry Ford Rd., Orlando, 32806, USA;28.5241442;-81.3353562;50;non;non;Pizza
Sushi Yasu Tanaka;USA;Miami;140 N.E. 39th St., Ste. 241, Miami, 33137, USA;25.8124631;-80.192069;50;non;non;Japanese
Kai Asian Street Fare;USA;Orlando;1555 State Rd. 436, Orlando, 32792, USA;28.6235582;-81.3152205;50;non;non;Asian
Joe's Stone Crab;USA;Miami Beach;11 Washington Ave., Miami Beach, 33139, USA;25.769113;-80.1351466;50;non;non;Seafood
Kaori;USA;Miami;871 S. Miami Ave., Miami, 33130, USA;25.7658958;-80.1932142;50;non;non;Asian
Krüs Kitchen;USA;Miami;3413 Main Hwy., Miami, 33133, USA;25.7276394;-80.2426489;50;non;non;Contemporary
Mise en Place;USA;Tampa;442 W. Grand Central Ave., Tampa, 33606, USA;27.9448407;-82.4651953;50;non;non;International
and/or;Belgium;Antwerpen;Haantjeslei 1, Antwerpen, 2018, Belgium;51.2039003;4.3975959;40;non;non;Vegan
Soixante;Belgium;Berchem;Guldenvliesstraat 60, Berchem, 2600, Belgium;51.2018453;4.4331073;70;non;non;Creative
Feast;Belgium;Genk;Hoefstadstraat 23a, Genk, 3600, Belgium;50.9783518;5.4909803;40;non;non;Creative French
Ander;Belgium;Nieuwpoort;Potterstraat 15, Nieuwpoort, 8620, Belgium;51.1298126;2.7524236;70;non;non;Creative French
POLLEN;Belgium;Wanze;Rue Naxhelet 1, Wanze, 4520, Belgium;50.5476938;5.2036777;70;non;non;Modern French
Cobra;Belgium;Antwerpen;Leopoldplaats 3, Antwerpen, 2000, Belgium;51.2127609;4.4070588;40;non;non;Sharing
De Gouden Muts;Belgium;Zoerle-Parwijs;Gevaertlaan 64, Zoerle-Parwijs, 2260, Belgium;51.0884111;4.8624;120;non;non;French Contemporary
Basta!;Belgium;Wanze;chaussée de Tirlemont 118, Wanze, 4520, Belgium;50.540469;5.2214156;40;non;non;Italian
Ponyhof Stammhaus by Tobias Wussler;Germany;Gengenbach;Mattenhofweg 6, Gengenbach, 77723, Germany;48.412094;8.025932;40;non;non;Contemporary
Joseph Naus Stub'n;Germany;Garmisch-Partenkirchen;Klammstraße 19, Garmisch-Partenkirchen, 82467, Germany;47.4916924;11.0904933;40;non;non;Country cooking
Hirschen;Germany;Freiburg im Breisgau;Breisgauer Straße 47, Freiburg im Breisgau, 79110, Germany;48.015873;7.8020835;70;non;non;Farm to table
Goldener Karpfen;Germany;Fulda;Simpliziusbrunnen 1, Fulda, 36037, Germany;50.5490415;9.674843;70;non;non;International
Traube;Germany;Heidelberg;Rathausstraße 75, Heidelberg, 69126, Germany;49.3783967;8.6932115;120;non;non;Regional Cuisine
Weisser Bock;Germany;Heidelberg;Große Mantelgasse 24, Heidelberg, 69117, Germany;49.4121233;8.7060755;70;non;non;International
Hofgut Hohenkarpfen;Germany;Hausen ob Verena;Hohenkarpfen 1, Hausen ob Verena, 78595, Germany;48.0390014;8.719446;70;non;non;International
Bachmaier;Germany;Heilbronn;Untere Neckarstraße 40, Heilbronn, 74072, Germany;49.1445345;9.2172862;70;non;non;Farm to table
Das Ballenberger;Germany;Erfurt;Gotthardtstraße 25, Erfurt, 99084, Germany;50.9795683;11.0313762;40;non;non;Farm to table
Zenzakan;Germany;Frankfurt on the Main;Taunusanlage 15, Frankfurt on the Main, 60325, Germany;50.1145767;8.669115;70;non;non;Asian
Il Cortile;Germany;Erfurt;Johannesstraße 150, Erfurt, 99084, Germany;50.9817462;11.0324634;40;non;non;Italian
Hebelstube;Germany;Müllheim;Posthalterweg, Müllheim, 79379, Germany;47.8124646;7.6101049;40;non;non;Farm to table
HIO;Germany;Pilsach;Hilzhofen 18, Pilsach, 92367, Germany;49.3014683;11.5954556;120;non;non;Creative
Hohenhaus Grill;Germany;Herleshausen;Hohenhaus 1, Herleshausen, 37293, Germany;51.0410072;10.0801261;40;non;non;Country cooking
Hirschen;Germany;Glottertal;Rathausweg 2, Glottertal, 79286, Germany;48.0491232;7.9405598;40;non;non;Classic Cuisine
Bastian's Restaurant;Germany;Friedberg (Hessen);Erbsengasse 16, Friedberg (Hessen), 61169, Germany;50.3501256;8.7882524;40;non;non;Classic Cuisine
Lemabri;Germany;Boppard;Alte Römerstraße 3a, Boppard, 56154, Germany;50.2059725;7.5596349;40;non;non;World Cuisine
Kupferpfanne;Germany;Fürth;Königstraße 85, Fürth, 90762, Germany;49.4772555;10.9898033;70;non;non;Classic Cuisine
[maki:'dan] im Ritter;Germany;Durbach;Tal 1, Durbach, 77770, Germany;48.4942285;8.0168471;70;non;non;Contemporary
Landgasthaus Schuster;Germany;Freyung;Ort 19, Freyung, 94078, Germany;48.8090385;13.5324005;70;non;non;Classic Cuisine
Stüble;Germany;Freudenstadt;Amselweg 5, Freudenstadt, 72250, Germany;48.4439627;8.4346835;40;non;non;Country cooking
Weinstube Sibylla;Germany;Ettlingen;Rheinstraße 1, Ettlingen, 76275, Germany;48.9413033;8.4046797;70;non;non;Country cooking
Lohninger;Germany;Frankfurt on the Main;Schweizer Straße 1, Frankfurt on the Main, 60594, Germany;50.1053592;8.6780946;70;non;non;Austrian
Bistro Fatal;Germany;Düsseldorf;Hermannstraße 29, Düsseldorf, 40233, Germany;51.2294558;6.807572;40;non;non;French
Kronenschlösschen;Germany;Eltville am Rhein;Rheinallee, Eltville am Rhein, 65347, Germany;50.0136968;8.0623029;120;non;non;International
Villa Feer;Germany;Lörrach;Beim Haagensteg 1, Lörrach, 79541, Germany;47.6324644;7.6819148;40;non;non;International
schuberts;Germany;Lauterbach;Kanalstraße 12, Lauterbach, 36341, Germany;50.63557;9.3966573;40;non;non;Farm to table
Gasthaus Stappen;Germany;Korschenbroich;Steinhausen 39, Korschenbroich, 41352, Germany;51.1659892;6.5330557;40;non;non;International
VIDA;Germany;Dortmund;Hagener Straße 231, Dortmund, 44229, Germany;51.4614812;7.4567693;70;non;non;Creative
SCALA - Das Turm Restaurant;Germany;Jena;Leutragraben 1, Jena, 07743, Germany;50.9285717;11.5838915;70;non;non;International
TISK;Germany;Berlin;Neckarstraße 12, Berlin, 12053, Germany;52.4801477;13.4323088;40;non;non;German
Zur Mühle;Germany;Kürten;Wipperfürther Straße 391, Kürten, 51515, Germany;51.0536634;7.2691606;40;non;non;International
Sonne;Germany;Lautenbach;Hauptstraße 51, Lautenbach, 77794, Germany;48.5204145;8.1157604;40;non;non;International
Locanda Grappolo d'Oro;Germany;Lebach;Mottener Straße 94, Lebach, 66822, Germany;49.4139462;6.8943883;40;non;non;Mediterranean Cuisine
Gasthaus;Germany;Lahr;Reichenbacher Hauptstraße 18, Lahr, 77933, Germany;48.3299999;7.924922;40;non;non;Country cooking
ZEN Japanese Restaurant;Germany;Cologne;Bachemer Straße 233, Cologne, 50935, Germany;50.924924;6.90729;40;non;non;Japanese
Brasserie Colette Tim Raue;Germany;Berlin;Passauer Straße 5, Berlin, 10789, Germany;52.5009665;13.3394824;40;non;non;French
Nagels Kranz;Germany;Karlsruhe;Neureuter Hauptstraße 210, Karlsruhe, 76149, Germany;49.0513204;8.3770637;40;non;non;Country cooking
Cornelia Poletto;Germany;Hamburg;Eppendorfer Landstraße 80, Hamburg, 20249, Germany;53.5902527;9.9875668;70;non;non;Italian
Gasthof zum Kranz;Germany;Lottstetten;Dorfstraße 23, Lottstetten, 79807, Germany;47.6061825;8.5770144;40;non;non;Seasonal Cuisine
Hirsch Genusshandwerk;Germany;Bad Liebenzell;Monbachstraße 47, Bad Liebenzell, 75378, Germany;48.7898064;8.7500984;40;non;non;Farm to table
VEN;Germany;Dresden;Rampische Straße 9, Dresden, 01067, Germany;51.0515939;13.7429373;40;non;non;International
Zum Krug;Germany;Eltville am Rhein;Hauptstraße 34, Eltville am Rhein, 65347, Germany;50.0138071;8.0605839;40;non;non;Seasonal Cuisine
Planerts;Germany;Leipzig;Ritterstraße 23, Leipzig, 04109, Germany;51.3416212;12.3794542;70;non;non;International
Grüne Gans;Germany;Kronberg im Taunus;Pferdstraße 20, Kronberg im Taunus, 61476, Germany;50.1793391;8.507493;40;non;non;Seasonal Cuisine
Rebstock;Germany;Durbach;Halbgütle 30, Durbach, 77770, Germany;48.4905844;8.0349378;40;non;non;Country cooking
handicap.;Germany;Künzelsau;Hauptstraße 22, Künzelsau, 74653, Germany;49.2783931;9.6892869;70;non;non;Modern Cuisine
Hinterding;Germany;Lengerich;Bahnhofstraße 72, Lengerich, 49525, Germany;52.185572;7.860008;40;non;non;Classic French
Caro's;Germany;Tübingen;Haaggasse 10, Tübingen, 72070, Germany;48.5204512;9.05213;40;non;non;Contemporary
Weingärtnerhaus;Germany;Kaisheim;Schlossstraße 1, Kaisheim, 86687, Germany;48.7421623;10.8834434;40;non;non;International
Alfredo;Germany;Cologne;Tunisstraße 3, Cologne, 50667, Germany;50.9386146;6.9529926;70;non;non;Italian
Alte Mühle Thomas Höreth;Germany;Kobern-Gondorf;Mühlental 17, Kobern-Gondorf, 56330, Germany;50.3121654;7.4543688;40;non;non;Country cooking
Ambiente Italiano - Alte Oberförsterei - Ristorante & Trattoria;Germany;Kelsterbach;Staufenstraße 16, Kelsterbach, 65451, Germany;50.0655703;8.5298652;70;non;non;Italian
Gruber's Restaurant;Germany;Cologne;Clever Straße 32, Cologne, 50668, Germany;50.953173;6.9655314;40;non;non;Austrian
Landgrafen;Germany;Jena;Landgrafenstieg 25, Jena, 07743, Germany;50.9366335;11.5794832;40;non;non;Country cooking
Chambao;Germany;Heidelberg;Dreikönigstraße 1, Heidelberg, 69117, Germany;49.4132335;8.7077668;40;non;non;International
Die Kurfürstenstube;Germany;Heidelberg;Friedrich-Ebert-Anlage 1, Heidelberg, 69117, Germany;49.4080309;8.69533;70;non;non;Classic French
Heritage;Germany;Hamburg;An der Alster 52, Hamburg, 20099, Germany;53.5584787;10.0075862;120;non;non;International
NIKKEI NINE;Germany;Hamburg;Neuer Jungfernstieg 9, Hamburg, 20354, Germany;53.5557705;9.9917573;70;non;non;Japanese
CARALEON;Germany;Wasserburg am Bodensee;Halbinselstraße 70, Wasserburg am Bodensee, 88142, Germany;47.5686765;9.6314751;70;non;non;Classic Cuisine
Zum Adler;Germany;Bünde;Moltkestrasse 1, Bünde, 32257, Germany;52.1958268;8.5870207;70;non;non;Contemporary
Brechtmanns Bistro;Germany;Hamburg;Erikastraße 43, Hamburg, 20251, Germany;53.593061;9.9871201;40;non;non;Asian Influences
Eiden Restaurant;Germany;Bad Zwischenahn;Eiden 9, Bad Zwischenahn, 26160, Germany;53.1887383;8.0331347;70;non;non;Country cooking
Kamino;Germany;Häusern;Sankt-Fridolin-Straße 1, Häusern, 79837, Germany;47.7536248;8.1686661;70;non;non;Mediterranean Cuisine
Puricelli;Germany;Trechtingshausen;Burgweg 24, Trechtingshausen, 55413, Germany;50.0058373;7.8535208;40;non;non;Seasonal Cuisine
"Weinbistro ""George""";Germany;Schwerin;Schusterstraße 13, Schwerin, 19053, Germany;53.6281702;11.4139904;40;non;non;Farm to table
Wolfs Junge;Germany;Hamburg;Zimmerstraße 30, Hamburg, 22085, Germany;53.5747264;10.017785;70;non;non;Farm to table
east;Germany;Hamburg;Simon-von-Utrecht-Straße 31, Hamburg, 20359, Germany;53.5510846;9.9652099;70;non;non;Fusion
Zipang;Germany;Hamburg;Eppendorfer Weg 171, Hamburg, 20253, Germany;53.5796608;9.9663367;70;non;non;Japanese
Meet & Eat by Sandro;Germany;Tuttlingen;Donaustraße 30, Tuttlingen, 78532, Germany;47.9855817;8.8180215;40;non;non;Meats and Grills
Gänsweid;Germany;Wertingen;Gänsweid 1, Wertingen, 86637, Germany;48.5603083;10.6833391;40;non;non;Country cooking
Zum Storchen;Germany;Waldkirch;Lange Straße 24, Waldkirch, 79183, Germany;48.0933818;7.9600901;40;non;non;Farm to table
Lammershof Stuben;Germany;Birkenau;Absteinacher Straße 2, Birkenau, 69488, Germany;49.5507141;8.737863;40;non;non;Farm to table
Jagdhaus Waldfrieden;Germany;Bilsen;Kieler Straße 1, Bilsen, 25485, Germany;53.7551635;9.8812269;40;non;non;Classic Cuisine
Alois-Anton Kaminrestaurant;Germany;Rottach-Egern;Aribostraße 19, Rottach-Egern, 83700, Germany;47.6943171;11.7539287;70;non;non;Country cooking
Pierburg - Erika Bergheim;Germany;Essen;Schmachtenbergstraße 184, Essen, 45219, Germany;51.3803839;6.9519292;70;non;non;Farm to table
Redüttchen;Germany;Bonn;Kurfürstenallee 1, Bonn, 53117, Germany;50.6818185;7.1526005;70;non;non;Modern Cuisine
CARLS Brasserie an der Elbphilharmonie;Germany;Hamburg;Am Kaiserkai 69, Hamburg, 20457, Germany;53.540996;9.9858449;40;non;non;German
Caroussel Nouvelle;Germany;Dresden;Königstraße 14, Dresden, 01097, Germany;51.0610555;13.741642;70;non;non;Contemporary
Puricelli;Germany;Lieser;Moselstraße 33, Lieser, 54470, Germany;49.91729;7.01963;70;non;non;Contemporary
20zwanzig;Germany;Südharz;Thyrahöhe 24, Südharz, 06536, Germany;51.5654722;10.9614739;70;non;non;Farm to table
Chang Bistro;Germany;Munich;Wolfratshauser Straße 268, Munich, 81479, Germany;48.0719453;11.5193181;40;non;non;Asian
Hartmaier's Villa;Germany;Ettlingen;Pforzheimer Straße 67, Ettlingen, 76275, Germany;48.9394284;8.4166417;70;non;non;International
zeit|geist;Germany;Weingarten;Marktplatz 7, Weingarten, 76356, Germany;49.0515496;8.5318245;70;non;non;French Contemporary
new josch;Germany;Stuttgart;Feuerbacher Weg 101, Stuttgart, 70192, Germany;48.7985921;9.1630656;70;non;non;Modern French
Adler;Germany;Wangen im Allgäu;Obere Dorfstraße 4, Wangen im Allgäu, 88239, Germany;47.6925896;9.8537702;40;non;non;Country cooking
Alte Feuerwache;Germany;Würselen;Oppener Straße 115, Würselen, 52146, Germany;50.811896;6.1410692;70;non;non;Country cooking
Grenzhof;Germany;Heidelberg;Grenzhof 9, Heidelberg, 69123, Germany;49.4178922;8.5955935;70;non;non;Seasonal Cuisine
Strandhaus;Germany;Bonn;Georgstraße 28, Bonn, 53111, Germany;50.7422977;7.0915618;70;non;non;Mediterranean Cuisine
PIER 6;Germany;Bremerhaven;Barkhausenstraße 6, Bremerhaven, 27568, Germany;53.5475404;8.5724056;40;non;non;International
Pfälzer Stube;Germany;Herxheim;Hauptstraße 62, Herxheim, 76863, Germany;49.1237502;8.2045296;40;non;non;Seasonal Cuisine
Landhaus Halferschenke;Germany;Dieblich;Hauptstraße 63, Dieblich, 56332, Germany;50.3156792;7.4723406;70;non;non;Classic Cuisine
Sawito;Germany;Falkensee;Spandauer Straße 14, Falkensee, 14612, Germany;52.5645708;13.112693;70;non;non;Farm to table
Kantiners;Germany;Delbrück;Graf-Sporck-Straße 34, Delbrück, 33129, Germany;51.7700459;8.5570797;40;non;non;Traditional Cuisine
Das Alte Haus;Germany;Brunswick;Alte Knochenhauerstraße 11, Brunswick, 38100, Germany;52.2605145;10.5164179;120;non;non;Modern Cuisine
bistronauten;Germany;Weinheim;Kopernikusstraße 43, Weinheim, 69469, Germany;49.5489714;8.6653164;40;non;non;Farm to table
Gasthof Kreuz;Germany;Bad Waldsee;Gut-Betha-Platz 1, Bad Waldsee, 88339, Germany;47.9213167;9.7520982;20;non;non;Country cooking
79 °;Germany;Wuppertal;Luisenstraße 61, Wuppertal, 42103, Germany;51.2566359;7.1377784;40;non;non;Farm to table
Taverna & Trattoria Palio;Germany;Celle;Hannoversche Straße 55, Celle, 29221, Germany;52.6205673;10.0757669;40;non;non;Italian
Gasthaus Lege;Germany;Burgwedel;Engenserstraße 2, Burgwedel, 30938, Germany;52.4946491;9.9058705;70;non;non;Classic Cuisine
Adler;Germany;Brackenheim;Hindenburgstraße 4, Brackenheim, 74336, Germany;49.0649146;9.065938;40;non;non;Traditional Cuisine
Al Pappagallo;Germany;Bremen;Außer der Schleifmühle 73, Bremen, 28203, Germany;53.0789562;8.8240668;70;non;non;Italian
Asam Schlössl;Germany;Munich;Maria-Einsiedel-Straße 45, Munich, 81379, Germany;48.0953917;11.5424298;70;non;non;Bavarian
Johann Grill;Germany;Berchtesgaden;Hintereck 1, Berchtesgaden, 83471, Germany;47.63407;13.0468268;70;non;non;Classic Cuisine
Genussschmiede;Germany;Pirk;Rathausplatz 6, Pirk, 92712, Germany;49.6344545;12.1638926;40;non;non;Seasonal Cuisine
Staudi's;Germany;Düsseldorf;Münsterstraße 115, Düsseldorf, 40476, Germany;51.245184;6.7891653;70;non;non;Contemporary
Rehbergers im Schloss Hohenstein;Germany;Ahorn;Hohenstein 1, Ahorn, 96482, Germany;50.2173201;10.9344628;70;non;non;Seasonal Cuisine
Café GUPI;Germany;Weil am Rhein;Römerstraße 1, Weil am Rhein, 79576, Germany;47.5948316;7.6290732;40;non;non;Contemporary
riva;Germany;Deidesheim;Weinstraße 12, Deidesheim, 67146, Germany;49.4103944;8.1864567;70;non;non;International
Landhaus Rössle;Germany;Bretzfeld;Mainhardter Straße 26, Bretzfeld, 74626, Germany;49.1191957;9.5207516;40;non;non;Classic French
Tomatissimo;Germany;Bielefeld;Am Tie 15, Bielefeld, 33619, Germany;52.044776;8.4398812;70;non;non;Italian
Bocca di Bacco;Germany;Berlin;Friedrichstraße 167, Berlin, 10117, Germany;52.5152094;13.3890234;40;non;non;Italian
136;Germany;Berlin;Linienstraße 136, Berlin, 10115, Germany;52.5263173;13.3887518;120;non;non;Fusion
Restaurant 1463;Germany;Karlsruhe;Friedrichstraße 10, Karlsruhe, 76229, Germany;49.0087227;8.4974951;70;non;non;Classic Cuisine
Villa Rothschild Grill & Health;Germany;Königstein im Taunus;Im Rothschildpark 1, Königstein im Taunus, 61462, Germany;50.1837413;8.473785;120;non;non;Classic Cuisine
Die Reichsstadt;Germany;Gengenbach;Engelgasse 33, Gengenbach, 77723, Germany;48.4049209;8.0152034;70;non;non;Classic Cuisine
The Wild Duck;Germany;Hanover;Podbielskistraße 167, Hanover, 30177, Germany;52.3982545;9.7737357;70;non;non;Modern Cuisine
Mühlenhof;Germany;Friesenheim;Oberweierer Hauptstraße 33, Friesenheim, 77948, Germany;48.376981;7.8996992;20;non;non;Country cooking
Phaedra;Germany;Cologne;Elsaßstraße 30, Cologne, 50677, Germany;50.920468;6.9579396;40;non;non;Mediterranean Cuisine
Medici;Germany;Frankfurt on the Main;Weißadlergasse 2, Frankfurt on the Main, 60311, Germany;50.1117384;8.6790019;40;non;non;International
SonneStuben;Germany;Frankenberg;Marktplatz 2, Frankenberg, 35066, Germany;51.0589178;8.8012932;40;non;non;Country cooking
Bistro Villa Merton;Germany;Frankfurt on the Main;Am Leonhardsbrunn 12, Frankfurt on the Main, 60487, Germany;50.1271537;8.6534917;40;non;non;Country cooking
Brasserie;Germany;Glücksburg;Uferstraße 1, Glücksburg, 24960, Germany;54.8225633;9.4998586;40;non;non;International
Schlossberg;Germany;Homburg;Schloßberg-Höhen-Straße, Homburg, 66424, Germany;49.3206047;7.3435852;40;non;non;International
Frankfurter Botschaft;Germany;Frankfurt on the Main;Westhafenplatz 6, Frankfurt on the Main, 60327, Germany;50.10106;8.663832;40;non;non;International
Die Pfarrwirtschaft;Germany;Endingen am Kaiserstuhl;Hauptstraße 2, Endingen am Kaiserstuhl, 79346, Germany;48.1415903;7.7074253;70;non;non;Country cooking
Haus Bosen;Germany;Erftstadt;Herriger Straße 2, Erftstadt, 50374, Germany;50.8002567;6.7645585;40;non;non;Classic Cuisine
Mon Amie Maxi;Germany;Frankfurt on the Main;Bockenheimer Landstraße 31, Frankfurt on the Main, 60325, Germany;50.1163306;8.6671502;70;non;non;French
XO Seafoodbar;Germany;Hamburg;Paul-Roosen-Straße 22, Hamburg, 20038, Germany;53.5531921;9.9583347;70;non;non;Seafood
Landhaus am See;Germany;Garbsen;Seeweg 27, Garbsen, 30827, Germany;52.4337814;9.5870768;70;non;non;Farm to table
Zum Goldenen Engel;Germany;Glottertal;Friedhofweg 2, Glottertal, 79286, Germany;48.0497322;7.94065;40;non;non;Country cooking
Gasthaus Landbrecht;Germany;Freising;Freisinger Straße 1, Freising, 85354, Germany;48.440592;11.7234713;40;non;non;Farm to table
Eiflers Zeiten;Germany;Euskirchen;Burg Flamersheim, Euskirchen, 53881, Germany;50.6224572;6.850706;40;non;non;Country cooking
Weinhaus Tante Anna;Germany;Düsseldorf;Andreasstraße 2, Düsseldorf, 40213, Germany;51.2270195;6.7736603;70;non;non;Country cooking
Rôtisserie Jagdhof Stuben;Germany;Bad Laasphe;Glashütter Straße 20, Bad Laasphe, 57334, Germany;50.9207825;8.2799771;40;non;non;Traditional Cuisine
Schwanen;Germany;Köngen;Schwanenstraße 1, Köngen, 73257, Germany;48.6847652;9.3637585;20;non;non;Country cooking
MIZU Sushi-Bar;Germany;Kreuth;Wiesseer Straße 1, Kreuth, 83700, Germany;47.6862885;11.7582897;40;non;non;Japanese
Zehntkeller;Germany;Iphofen;Bahnhofstraße 12, Iphofen, 97346, Germany;49.70234;10.258749;40;non;non;Country cooking
Danzer's;Germany;Juist;Wilhelmstraße 36, Juist, 26571, Germany;53.6773217;7.0008599;40;non;non;International
Zur Iphöfer Kammer;Germany;Iphofen;Marktplatz 24, Iphofen, 97346, Germany;49.704578;10.2606603;40;non;non;Farm to table
Brasserie Stadthaus;Germany;Düsseldorf;Mühlenstraße 31, Düsseldorf, 40213, Germany;51.2275303;6.7742461;40;non;non;Classic French
The Duchy;Germany;Düsseldorf;Königsallee 11, Düsseldorf, 40212, Germany;51.2252194;6.7772471;70;non;non;Contemporary
Setzkasten;Germany;Düsseldorf;Berliner Allee 52, Düsseldorf, 40212, Germany;51.2195261;6.782331;120;non;non;Modern Cuisine
